author,pull_number,title,description,churn,changed_files,activities,comments,comment_dates,state,creation_date,close_date,closed_by,release_tag
goldenberg,429,Add error_counter_wrapper and corresponding test,940,143,3,4,4,2013-06-07T04:57:55+00:00;2013-06-12T18:49:22+00:00;2013-09-03T01:24:39+00:00;2014-02-10T21:12:25+00:00,closed,2012-04-03T00:07:21+00:00,2014-02-10 21:12:25+00:00,coyotemarin,
irskep,428,Full 0.3.2-0.3.3 release diff,289,1944,44,3,1,2012-04-02T21:50:58+00:00,closed,2012-04-02T20:09:21+00:00,2012-04-02 23:46:39+00:00,irskep,
BrandonHaynes,427,Automatically tar path and attach result as a Python archive,487,65,3,3,5,2012-05-15T00:19:06+00:00;2012-05-15T21:55:02+00:00;2012-05-31T12:10:25+00:00;2012-05-31T18:18:24+00:00;2012-04-10T13:50:38+00:00,closed,2012-03-31T20:24:45+00:00,2012-05-31 18:18:24+00:00,irskep,
BrandonHaynes,426,Safely handle configurations where BZ2 module is not installed,22,37,1,4,1,2012-04-09T20:22:12+00:00,merged,2012-03-31T18:41:47+00:00,2012-04-09 20:21:55+00:00,irskep,
BrandonHaynes,425,Improves deterministic resource disposal of file handles,81,92,3,6,2,2012-04-02T22:27:41+00:00;2012-04-09T18:25:40+00:00,merged,2012-03-31T18:01:08+00:00,2012-04-09 18:25:48+00:00,irskep,v0.3.3.2
irskep,422,Move all options from mrjob.job to mrjob.options,557,958,2,4,3,2012-04-06T23:34:57+00:00;2012-04-06T23:35:11+00:00;2012-05-14T22:36:27+00:00,merged,2012-03-30T22:23:28+00:00,2012-05-14 22:54:52+00:00,irskep,
danielhfrank,421,Expand regex to account for INFO: being prepended to logs,740,2,1,5,3,2012-03-30T21:21:47+00:00;2012-04-09T18:22:37+00:00;2012-04-09T18:30:00+00:00,merged,2012-03-30T21:19:01+00:00,2012-04-09 18:22:31+00:00,irskep,v0.3.3.2
irskep,418,A wild v0.3.3 release branch appears!,194,405,34,4,2,2012-03-29T22:34:17+00:00;2012-03-29T23:04:03+00:00,merged,2012-03-29T00:40:18+00:00,2012-04-02 23:46:09+00:00,irskep,v0.3.3
irskep,416,v0.3.3 doc fixes based on ddehghan's pull request,43,66,3,5,3,2012-03-28T19:11:16+00:00;2012-03-28T19:05:04+00:00;2012-03-28T19:08:36+00:00,merged,2012-03-28T19:00:14+00:00,2012-03-28 19:11:10+00:00,coyotemarin,v0.3.3
irskep,415,#380: -qq for terminate_idle_job_flows,59,36,2,5,5,2012-03-28T18:13:53+00:00;2012-03-28T18:34:12+00:00;2012-03-28T17:45:59+00:00;2012-03-28T17:49:11+00:00;2012-03-28T17:56:55+00:00,merged,2012-03-28T02:10:06+00:00,2012-03-28 18:35:01+00:00,coyotemarin,v0.3.3
irskep,410,Stop printing errors twice,114,3,1,3,6,2012-03-26T18:23:38+00:00;2012-03-26T18:25:17+00:00;2012-03-26T22:18:56+00:00;2012-03-26T22:25:43+00:00;2012-05-14T22:28:43+00:00;2012-06-20T22:33:04+00:00,closed,2012-03-25T02:16:53+00:00,2012-06-20 22:33:04+00:00,irskep,
ddehghan,409,Updated some docs and cleanup the readme page. ,74,50,2,4,2,2012-03-26T20:35:35+00:00;2012-03-27T07:28:22+00:00,merged,2012-03-24T07:01:04+00:00,2012-03-28 19:11:11+00:00,coyotemarin,
irskep,408,Multiple config files,405,837,13,5,28,2012-03-26T17:35:21+00:00;2012-03-27T22:44:33+00:00;2012-03-27T23:52:54+00:00;2012-03-28T17:56:47+00:00;2012-03-28T18:30:33+00:00;2012-03-28T18:42:09+00:00;2012-03-28T18:46:33+00:00;2012-03-28T21:40:55+00:00;2012-03-28T22:11:48+00:00;2012-03-28T23:08:21+00:00;2012-03-29T00:07:01+00:00;2012-03-29T00:24:51+00:00;2012-03-29T00:33:59+00:00;2012-03-26T17:37:06+00:00;2012-03-26T17:38:11+00:00;2012-03-26T17:39:10+00:00;2012-03-26T17:43:14+00:00;2012-03-26T18:26:22+00:00;2012-03-27T22:10:51+00:00;2012-03-27T22:34:13+00:00;2012-03-28T18:38:25+00:00;2012-03-28T18:41:28+00:00;2012-03-28T20:25:14+00:00;2012-03-28T21:49:54+00:00;2012-03-28T21:50:37+00:00;2012-03-28T21:51:19+00:00;2012-03-28T23:55:31+00:00;2012-03-28T23:57:48+00:00,merged,2012-03-24T00:47:13+00:00,2012-03-29 00:33:41+00:00,coyotemarin,v0.3.3
irskep,407,mockssh brought in-process by mocking monkey patching Popen,355,385,4,3,3,2012-03-23T23:45:45+00:00;2012-03-26T17:53:47+00:00;2012-03-26T17:55:14+00:00,closed,2012-03-23T23:42:25+00:00,2012-03-23 23:45:45+00:00,irskep,
irskep,405,Lock pools when terminating idle job flows,213,219,5,5,9,2012-03-26T17:15:25+00:00;2012-03-27T00:14:16+00:00;2012-03-27T02:11:05+00:00;2012-03-27T19:25:48+00:00;2012-03-27T22:35:29+00:00;2012-03-27T20:54:52+00:00;2012-03-27T20:56:48+00:00;2012-03-27T22:26:11+00:00;2012-03-27T22:33:29+00:00,merged,2012-03-23T03:20:42+00:00,2012-03-27 22:35:21+00:00,coyotemarin,v0.3.3
irskep,404,Kinder error when parsing YAML without PyYAML,112,35,2,5,9,2012-03-26T17:32:30+00:00;2012-03-27T19:27:36+00:00;2012-03-27T20:52:11+00:00;2012-03-26T17:09:48+00:00;2012-03-26T17:12:21+00:00;2012-03-26T17:34:06+00:00;2012-03-26T17:38:40+00:00;2012-03-26T17:51:43+00:00,merged,2012-03-22T23:00:32+00:00,2012-03-27 20:52:03+00:00,coyotemarin,v0.3.3
irskep,403,ssh_ls uses -L flag so it follows symlinks (necessary for AMI 2.0),368,44,5,5,2,2012-03-23T00:03:39+00:00;2012-03-26T17:05:37+00:00,merged,2012-03-22T22:14:10+00:00,2012-03-26 17:07:02+00:00,coyotemarin,v0.3.3
irskep,401,Fix du() implementations,253,111,7,5,6,2012-03-20T18:07:47+00:00;2012-03-20T21:49:53+00:00;2012-03-21T01:32:24+00:00;2012-03-21T01:33:11+00:00;2012-03-20T18:07:05+00:00;2012-03-20T18:38:17+00:00,merged,2012-03-20T02:39:57+00:00,2012-03-21 01:32:54+00:00,coyotemarin,v0.3.3
irskep,399,Fix testify dependency in mr_tower_of_powers and chmod on _poor_mans_scp,175,36,2,5,1,2012-03-20T00:23:25+00:00,merged,2012-03-20T00:19:09+00:00,2012-03-20 00:23:18+00:00,coyotemarin,v0.3.3
eskil,392,"Fix for #251, bootstrap_cmds before python modules.",180,20,1,4,3,2012-03-13T18:08:17+00:00;2012-03-13T18:19:00+00:00;2012-03-13T18:25:14+00:00,closed,2012-03-13T18:06:57+00:00,2012-03-19 19:09:50+00:00,coyotemarin,
irskep,389,Counter parsing gets Hadoop version from outside instead of figuring it out,195,203,6,5,25,2012-03-07T22:03:11+00:00;2012-03-07T22:10:50+00:00;2012-03-07T22:28:20+00:00;2012-03-07T22:42:01+00:00;2012-03-10T01:00:36+00:00;2012-03-10T01:24:41+00:00;2012-03-28T01:40:21+00:00;2012-03-28T17:34:14+00:00;2012-03-28T17:44:01+00:00;2012-03-28T17:47:32+00:00;2012-03-28T17:55:23+00:00;2012-03-28T17:59:43+00:00;2012-03-28T18:02:13+00:00;2012-03-28T18:08:54+00:00;2012-03-28T18:13:18+00:00;2012-03-28T18:24:41+00:00;2012-03-28T18:33:11+00:00;2012-03-07T22:27:13+00:00;2012-03-07T22:29:02+00:00;2012-03-07T22:31:11+00:00;2012-03-07T22:32:54+00:00;2012-03-07T22:44:43+00:00;2012-03-07T22:48:25+00:00;2012-03-07T22:51:52+00:00;2012-03-28T01:39:10+00:00,merged,2012-03-07T21:56:28+00:00,2012-03-28 18:33:04+00:00,coyotemarin,v0.3.3
BrandonHaynes,384,Using the task id in local runner better-reflects the current partition,290,2,1,5,3,2012-03-13T18:21:01+00:00;2012-03-19T00:26:54+00:00;2012-03-26T22:33:00+00:00,merged,2012-03-01T12:57:18+00:00,2012-03-26 22:32:54+00:00,irskep,v0.3.3
irskep,383,Fix error in docs about hadoop output format,48,2,1,5,1,2012-02-29T18:41:50+00:00,merged,2012-02-29T01:18:33+00:00,2012-02-29 18:41:39+00:00,coyotemarin,v0.3.3
BrandonHaynes,382,Corrects incorrect instantiation of job with inline runner (corrects 18e856f),123,2,1,6,3,2012-02-29T01:19:33+00:00;2012-02-29T19:26:11+00:00;2012-03-01T18:57:49+00:00,merged,2012-02-27T22:10:43+00:00,2012-02-29 19:25:31+00:00,coyotemarin,v0.3.3
BrandonHaynes,381,Local-runner compatibility with IronPython 2.7.2 Alpha-2,493,89,3,5,21,2012-02-25T16:56:51+00:00;2012-02-29T19:31:02+00:00;2012-02-29T19:53:15+00:00;2012-02-29T20:21:34+00:00;2012-02-29T21:20:51+00:00;2012-02-29T23:53:00+00:00;2012-03-01T01:11:24+00:00;2012-03-26T22:32:03+00:00;2012-03-26T22:51:34+00:00;2012-03-31T20:12:37+00:00;2012-04-09T20:27:36+00:00;2012-04-10T00:37:13+00:00;2012-04-10T13:45:40+00:00;2012-02-29T19:45:02+00:00;2012-02-29T19:45:33+00:00;2012-02-29T19:48:10+00:00;2012-02-29T20:17:24+00:00;2012-02-29T20:20:31+00:00;2012-02-29T21:14:19+00:00;2012-02-29T21:15:43+00:00;2012-02-29T21:16:10+00:00,closed,2012-02-25T16:37:09+00:00,2012-04-10 13:45:40+00:00,BrandonHaynes,
sshivaji,378,Pig Support for Mrjob,621,347,6,5,44,2012-02-24T01:39:21+00:00;2012-02-24T01:45:50+00:00;2012-02-24T02:29:21+00:00;2012-02-24T03:47:47+00:00;2012-02-24T18:09:56+00:00;2012-02-24T19:55:32+00:00;2012-02-24T20:00:00+00:00;2012-02-24T21:55:52+00:00;2012-03-02T23:33:46+00:00;2012-03-03T00:14:25+00:00;2012-03-04T22:47:51+00:00;2012-03-04T22:55:24+00:00;2012-03-05T21:20:41+00:00;2012-07-11T22:02:27+00:00;2013-12-31T20:33:04+00:00;2014-01-01T01:34:01+00:00;2014-01-01T01:36:27+00:00;2014-01-01T04:14:59+00:00;2014-01-01T05:50:30+00:00;2014-01-26T17:14:50+00:00;2012-02-24T01:50:41+00:00;2012-02-24T01:51:48+00:00;2012-02-24T01:52:19+00:00;2012-02-24T01:53:32+00:00;2012-02-24T01:56:16+00:00;2012-02-24T01:59:02+00:00;2012-02-24T01:59:26+00:00;2012-02-24T02:00:01+00:00;2012-02-24T02:00:30+00:00;2012-02-24T02:02:12+00:00;2012-02-24T02:02:32+00:00;2012-02-24T02:02:51+00:00;2012-02-24T02:03:02+00:00;2012-02-24T02:07:54+00:00;2012-02-24T02:08:03+00:00;2012-02-24T02:10:33+00:00;2012-02-24T02:12:08+00:00;2012-02-24T02:13:11+00:00;2012-02-24T02:13:55+00:00;2012-02-24T02:15:49+00:00;2012-02-24T02:16:33+00:00;2012-02-24T02:18:16+00:00;2012-02-24T02:18:21+00:00;2012-02-24T02:23:27+00:00,closed,2012-02-24T01:37:47+00:00,2012-07-11 22:02:33+00:00,irskep,
irskep,376,create_job_flow accepts --ami-version parameter,13,2,2,5,1,2012-02-24T05:24:12+00:00,merged,2012-02-23T23:25:57+00:00,2012-02-24 05:24:00+00:00,coyotemarin,v0.3.3
irskep,374,"""What's New in mrjob 0.3.2""",28,72,3,7,3,2012-02-22T00:46:25+00:00;2012-02-22T00:45:38+00:00;2012-02-22T00:53:22+00:00,merged,2012-02-22T00:27:38+00:00,2012-02-22 00:55:00+00:00,coyotemarin,v0.3.2
irskep,373,Added __future__ import for tool test cases to work on py2.5,42,2,1,5,2,2012-02-21T23:50:36+00:00;2012-02-21T23:53:43+00:00,merged,2012-02-21T23:38:48+00:00,2012-02-22 21:43:26+00:00,irskep,v0.3.2
coyotemarin,372,Long job report tweaks,201,66,3,5,2,2012-02-21T18:39:22+00:00;2012-02-21T18:41:41+00:00,merged,2012-02-18T00:02:17+00:00,2012-02-21 18:39:34+00:00,irskep,v0.3.2
coyotemarin,368,Terminate pending jobs (Fixes #365),629,632,7,5,2,2012-02-16T00:07:11+00:00;2012-02-16T00:55:58+00:00,merged,2012-02-16T00:02:13+00:00,2012-02-16 00:59:53+00:00,irskep,v0.3.2
coyotemarin,366,Report long jobs (Fixes #345),0,494,5,5,1,2012-02-14T19:55:32+00:00,merged,2012-02-14T19:11:12+00:00,2012-02-14 19:55:39+00:00,irskep,v0.3.2
BrandonHaynes,364,"Introduce ""null"" global variable into safeeval context for more intuitive interoperation between JSON and Repr protocols",1206,2,1,3,1,2012-02-18T23:53:47+00:00,closed,2012-02-14T13:48:55+00:00,2012-02-18 23:53:47+00:00,coyotemarin,
BrandonHaynes,363,Corrects issue with a non-string jobconf variable in local runner,822,4,1,5,0,,merged,2012-02-13T15:06:20+00:00,2012-02-13 19:23:31+00:00,coyotemarin,v0.3.2
coyotemarin,362,Audit usage hourly (Fixes #346),195,350,5,5,1,2012-02-13T18:03:29+00:00,merged,2012-02-11T02:20:43+00:00,2012-02-13 18:03:33+00:00,irskep,v0.3.2
irskep,360,Pooling now forces bootstrap script to be created. Fixes #347.,54,31,2,5,1,2012-02-10T21:24:14+00:00,merged,2012-02-10T01:42:39+00:00,2012-02-10 21:24:05+00:00,coyotemarin,v0.3.2
irskep,359,Correct input file is determined on failure. Fixed bad test case.,59,8,2,5,1,2012-02-10T21:25:23+00:00,merged,2012-02-10T01:12:59+00:00,2012-02-10 21:25:16+00:00,coyotemarin,v0.3.2
irskep,357,Master bootstrap script uses python_bin (#355),25,32,2,5,4,2012-02-07T21:35:00+00:00;2012-02-07T22:14:40+00:00;2012-02-07T19:34:10+00:00;2012-02-07T19:34:40+00:00,merged,2012-02-07T19:24:55+00:00,2012-02-07 22:14:34+00:00,coyotemarin,v0.3.2
irskep,356,Quieter tool tests,36,27,4,5,1,2012-02-07T18:59:39+00:00,merged,2012-02-07T18:45:02+00:00,2012-02-07 18:56:43+00:00,coyotemarin,v0.3.2
irskep,354,EMR tool tests (#65),250,489,8,5,8,2012-02-07T00:57:00+00:00;2012-02-07T00:58:18+00:00;2012-02-07T01:00:07+00:00;2012-02-07T01:03:17+00:00;2012-02-07T01:07:01+00:00;2012-02-07T01:44:39+00:00;2012-02-07T01:51:06+00:00;2012-02-07T18:22:53+00:00,merged,2012-02-07T00:50:07+00:00,2012-02-07 01:06:51+00:00,coyotemarin,v0.3.2
irskep,352,"create_job_flow scrapes correct options, accompanying test",61,115,2,5,7,2012-02-06T21:20:30+00:00;2012-02-06T21:36:12+00:00;2012-02-02T19:32:33+00:00;2012-02-03T22:39:56+00:00;2012-02-03T23:03:00+00:00;2012-02-06T21:23:47+00:00;2012-02-06T21:27:45+00:00,merged,2012-02-02T19:29:19+00:00,2012-02-06 21:36:03+00:00,coyotemarin,v0.3.2
ddehghan,344,documentation issue. The command line provided does not work.,54,4,2,5,1,2012-01-26T14:53:39+00:00,merged,2012-01-26T09:06:49+00:00,2012-01-26 14:53:49+00:00,irskep,v0.3.2
coyotemarin,343,Doc glitches,73,132,8,5,0,,merged,2012-01-24T00:08:22+00:00,2012-02-01 22:25:18+00:00,irskep,v0.3.2
coyotemarin,342,Break out pooling,227,375,9,4,6,2012-02-01T22:29:07+00:00;2012-02-02T00:11:00+00:00;2012-02-02T00:11:25+00:00;2012-02-02T00:14:38+00:00;2012-02-02T00:21:10+00:00;2012-02-02T00:23:52+00:00,merged,2012-01-23T23:39:49+00:00,2012-02-02 00:26:39+00:00,irskep,
irskep,341,Broke test_dont_join_full_job_flow into two tests,139,13,1,5,1,2012-01-21T21:10:19+00:00,merged,2012-01-21T19:56:41+00:00,2012-01-21 21:09:25+00:00,coyotemarin,v0.3.2
irskep,340,Removed incorrect IndexError raise,343,19,2,5,2,2012-01-21T19:32:13+00:00;2012-01-21T21:07:56+00:00,merged,2012-01-21T18:49:54+00:00,2012-01-21 21:07:49+00:00,coyotemarin,v0.3.2
kevinburke,339,Refer to correct terminate_idle_job_flows function,103,8,3,5,2,2012-01-17T20:57:01+00:00;2012-01-17T20:57:35+00:00,merged,2012-01-17T20:55:08+00:00,2012-01-17 20:57:44+00:00,irskep,v0.3.2
irskep,335,Don't split compressed files (#333),135,108,2,5,2,2012-01-12T22:05:35+00:00;2012-01-12T22:09:37+00:00,merged,2012-01-12T21:44:50+00:00,2012-01-12 22:38:37+00:00,irskep,v0.3.2
coyotemarin,334,Terminate at end of hour,106,430,6,5,3,2012-01-12T22:34:08+00:00;2012-01-12T20:31:41+00:00;2012-01-12T22:09:00+00:00,merged,2012-01-12T01:45:19+00:00,2012-01-12 22:34:22+00:00,irskep,v0.3.2
coyotemarin,332,Audit pooling,83,1467,3,5,4,2012-01-11T18:53:58+00:00;2012-01-11T21:50:59+00:00;2012-01-11T18:51:26+00:00;2012-01-11T18:57:05+00:00,merged,2012-01-11T00:53:49+00:00,2012-01-11 21:52:53+00:00,irskep,v0.3.2
coyotemarin,330,Null log handler,259,113,11,4,4,2012-01-05T00:30:22+00:00;2012-01-07T20:44:09+00:00;2012-01-07T20:55:36+00:00;2012-01-05T00:28:36+00:00,merged,2012-01-04T23:30:20+00:00,2012-01-07 20:57:07+00:00,irskep,
coyotemarin,328,Raw protocol (Issue #268),80,90,5,4,2,2012-01-04T01:20:05+00:00;2012-01-04T19:14:28+00:00,merged,2012-01-04T01:03:06+00:00,2012-01-07 20:33:01+00:00,irskep,
coyotemarin,327,Spot instances (Issue #219),321,1726,11,6,19,2012-01-04T00:25:35+00:00;2012-01-04T00:29:37+00:00;2012-01-04T19:15:00+00:00;2012-01-04T21:00:26+00:00;2012-01-05T00:25:31+00:00;2012-01-07T20:28:21+00:00;2012-01-07T20:59:22+00:00;2012-01-07T21:00:55+00:00;2012-01-07T21:07:48+00:00;2012-01-07T21:37:27+00:00;2012-01-04T00:13:32+00:00;2012-01-04T00:15:25+00:00;2012-01-04T00:17:25+00:00;2012-01-04T00:20:38+00:00;2012-01-04T01:08:38+00:00;2012-01-04T01:09:13+00:00;2012-01-04T01:12:04+00:00;2012-01-04T01:17:08+00:00;2012-01-04T01:30:15+00:00,merged,2012-01-03T23:58:20+00:00,2012-01-07 21:09:58+00:00,irskep,
irskep,325,"Documentation: ""Testing with mrjob,"" new recipes, various fixes",160,344,9,6,3,2011-12-29T23:15:34+00:00;2011-12-29T22:46:43+00:00;2011-12-29T22:48:40+00:00,merged,2011-12-29T21:26:37+00:00,2012-01-04 01:25:27+00:00,irskep,
coyotemarin,322,AMI versions (Issue #306),0,492,8,4,0,,merged,2011-12-27T20:48:38+00:00,2011-12-27 21:03:16+00:00,coyotemarin,v0.3.2
coyotemarin,312,Fix instance type (Issue #311),119,88,3,4,0,,merged,2011-12-15T00:54:33+00:00,2011-12-15 00:55:53+00:00,coyotemarin,v0.3.1
coyotemarin,308,convert tests from testify to unittest2,65,3247,19,4,0,,merged,2011-12-13T22:26:46+00:00,2011-12-13 22:26:55+00:00,coyotemarin,v0.3.1
coyotemarin,302,Revert list2cmdline,229,65,7,4,0,,merged,2011-11-30T21:10:57+00:00,2011-11-30 21:19:10+00:00,coyotemarin,v0.3.0
coyotemarin,300,Windows fixes,0,189,10,4,0,,merged,2011-11-29T23:51:47+00:00,2011-11-30 00:02:59+00:00,coyotemarin,v0.3.0
coyotemarin,294,Windows sort 288,104,296,4,4,0,,merged,2011-11-29T19:03:45+00:00,2011-11-29 19:18:13+00:00,coyotemarin,v0.3.0
coyotemarin,291,Windows sort 288,29,13922,91,2,1,2011-11-29T01:42:23+00:00,closed,2011-11-29T01:41:13+00:00,2011-11-29 01:42:31+00:00,coyotemarin,
irskep,286,A gaggle of fixes,505,209,8,5,11,2011-11-22T00:48:51+00:00;2011-11-22T01:06:34+00:00;2011-11-22T01:11:44+00:00;2011-11-22T01:17:22+00:00;2011-11-22T01:18:25+00:00;2011-11-22T01:20:31+00:00;2011-11-22T01:22:51+00:00;2011-11-22T02:13:20+00:00;2011-11-22T02:26:18+00:00;2011-11-22T01:05:18+00:00;2011-11-22T01:05:50+00:00,merged,2011-11-22T00:46:16+00:00,2011-11-22 02:25:25+00:00,coyotemarin,v0.3.0
irskep,284,stream_output fix v2,145,16,2,5,1,2011-11-21T18:53:54+00:00,merged,2011-11-19T00:43:49+00:00,2011-11-21 18:52:58+00:00,coyotemarin,v0.3.0
irskep,279,stream_output test case,332,41,3,5,1,2011-11-18T19:09:47+00:00,merged,2011-11-18T18:55:16+00:00,2011-11-18 19:09:41+00:00,coyotemarin,v0.3.0
irskep,278,Fix EMR cat behavior,133,40,2,5,7,2011-11-18T05:43:16+00:00;2011-11-18T05:54:19+00:00;2011-11-18T18:19:32+00:00;2011-11-18T05:42:18+00:00;2011-11-18T05:53:44+00:00;2011-11-18T18:17:35+00:00;2011-11-18T18:17:51+00:00,merged,2011-11-18T01:05:29+00:00,2011-11-18 18:19:16+00:00,coyotemarin,v0.3.0
irskep,277,Update docs for release (fixes #248),92,264,9,5,3,2011-11-18T01:24:49+00:00;2011-11-18T05:50:42+00:00;2011-11-18T18:20:59+00:00,merged,2011-11-17T21:48:06+00:00,2011-11-18 18:20:50+00:00,coyotemarin,v0.3.0
irskep,274,Hadoop runner uploads input files (fixes #272),267,5,1,5,2,2011-11-17T04:39:48+00:00;2011-11-17T04:43:17+00:00,merged,2011-11-17T04:37:05+00:00,2011-11-17 04:42:57+00:00,coyotemarin,v0.3.0
irskep,273,Hadoop runner uploads input files (fixes #272),267,13212,86,2,1,2011-11-17T04:36:41+00:00,closed,2011-11-17T04:36:20+00:00,2011-11-17 04:36:41+00:00,irskep,
irskep,271,'fetch_logs -A' fix (#261),109,2,1,5,1,2011-11-16T19:43:29+00:00,merged,2011-11-16T18:49:14+00:00,2011-11-16 19:43:24+00:00,coyotemarin,v0.3.0
irskep,265,mrboss tweaks,71,13,3,5,3,2011-11-11T21:17:26+00:00;2011-11-11T21:25:49+00:00;2011-11-11T21:06:53+00:00,merged,2011-11-11T21:02:17+00:00,2011-11-11 21:25:43+00:00,coyotemarin,v0.3.0
irskep,264,mrjob.tools.emr.mrboss: run a command on all nodes,286,272,5,5,9,2011-11-11T19:18:53+00:00;2011-11-11T19:26:07+00:00;2011-11-11T19:31:50+00:00;2011-11-11T19:32:10+00:00;2011-11-11T19:36:45+00:00;2011-11-11T19:59:08+00:00;2011-11-11T20:48:25+00:00;2011-11-11T20:54:44+00:00;2011-11-11T19:22:24+00:00,merged,2011-11-11T19:17:24+00:00,2011-11-11 20:48:16+00:00,coyotemarin,v0.3.0
underrun,259,Fix broken stream_output when used with MultipleOutputFormat (oddjob),529,315,9,8,4,2011-11-11T19:19:09+00:00;2011-11-18T18:23:05+00:00;2011-11-18T23:57:21+00:00;2011-11-18T23:58:44+00:00,merged,2011-11-10T15:48:16+00:00,2011-11-18 18:22:58+00:00,coyotemarin,v0.3.0
irskep,250,TetCatFallback test fix,304,31,3,5,1,2011-11-01T16:47:55+00:00,merged,2011-11-01T15:59:16+00:00,2011-11-01 16:47:47+00:00,coyotemarin,v0.3.0
irskep,238,Passthrough options short options fix,372,135,2,5,5,2011-10-25T15:10:09+00:00;2011-10-25T16:51:58+00:00;2011-10-25T18:24:36+00:00;2011-10-25T18:53:50+00:00;2011-10-25T15:09:54+00:00,merged,2011-10-25T01:28:08+00:00,2011-10-25 18:24:25+00:00,coyotemarin,v0.3.0
nikolaosk,235,fix invalid formatting crash bug,202,2,1,3,1,2011-10-24T19:24:24+00:00,closed,2011-10-22T08:06:22+00:00,2011-10-24 19:24:24+00:00,coyotemarin,
Jyrsa,232,Typo in docstring,135,2,1,4,1,2011-10-13T17:14:02+00:00,closed,2011-10-13T12:43:11+00:00,2011-10-13 17:13:56+00:00,coyotemarin,
irskep,231,"Protocol refactor (#229, #230)",362,344,7,5,11,2011-10-12T02:34:39+00:00;2011-10-17T18:17:47+00:00;2011-10-17T18:18:10+00:00;2011-10-17T18:21:13+00:00;2011-10-11T19:37:51+00:00;2011-10-11T19:38:42+00:00;2011-10-11T19:39:49+00:00;2011-10-11T19:41:07+00:00;2011-10-11T20:19:03+00:00;2011-10-12T05:19:01+00:00;2011-10-13T18:35:34+00:00,merged,2011-10-11T18:12:44+00:00,2011-10-17 18:16:12+00:00,coyotemarin,v0.3.0
irskep,227,A couple of minor fixes to log fetching,238,26,3,5,4,2011-10-05T21:22:05+00:00;2011-10-05T21:29:11+00:00;2011-10-10T18:15:50+00:00;2011-10-10T18:26:51+00:00,merged,2011-10-05T19:07:13+00:00,2011-10-10 18:26:44+00:00,coyotemarin,v0.3.0
irskep,226,Deprecate --*protocol switches and support direct class assignment (#106),427,481,12,5,1,2011-10-03T23:18:22+00:00,merged,2011-10-03T22:57:15+00:00,2011-10-03 23:18:16+00:00,coyotemarin,v0.3.0
jmsdncn,224,Add `--hadoop-arg` option to create_job_flow tool,0,1,1,3,4,2011-09-30T17:12:49+00:00;2011-09-30T17:17:07+00:00;2011-09-30T17:23:30+00:00;2011-09-30T18:05:28+00:00,closed,2011-09-29T21:15:10+00:00,2011-09-30 17:12:49+00:00,coyotemarin,
irskep,223,URI liberation (more #53),368,251,8,5,19,2011-09-28T00:44:42+00:00;2011-09-28T20:41:40+00:00;2011-09-29T16:19:40+00:00;2011-09-29T20:09:51+00:00;2011-09-28T00:54:00+00:00;2011-09-28T00:57:01+00:00;2011-09-28T00:59:14+00:00;2011-09-28T17:41:57+00:00;2011-09-28T18:54:31+00:00;2011-09-28T19:03:55+00:00;2011-09-28T19:20:46+00:00;2011-09-28T20:10:54+00:00;2011-09-28T20:11:52+00:00;2011-09-28T20:13:06+00:00;2011-09-29T05:03:37+00:00;2011-09-29T05:03:46+00:00;2011-09-29T05:05:11+00:00;2011-09-29T15:18:17+00:00;2011-09-29T15:47:17+00:00,merged,2011-09-27T21:57:31+00:00,2011-09-29 20:09:42+00:00,coyotemarin,v0.3.0
irskep,220,Bootstrap files downloaded via 'hadoop fs -copyToLocal` (#53),226,30,1,5,1,2011-09-24T01:09:44+00:00,merged,2011-09-23T23:07:20+00:00,2011-09-24 01:09:34+00:00,coyotemarin,v0.3.0
irskep,218,EMR cache file options compatibility (rest of #111),193,105,3,5,2,2011-09-21T20:43:51+00:00;2011-09-21T01:36:45+00:00,merged,2011-09-21T01:35:29+00:00,2011-09-21 20:43:45+00:00,coyotemarin,v0.3.0
irskep,213,Added check to only fetch counters from S3 if job flow is not persistent (fixes #211),245,7,1,5,1,2011-09-09T00:02:29+00:00,merged,2011-09-08T20:33:37+00:00,2011-09-09 00:02:18+00:00,coyotemarin,v0.3.0
irskep,212,Tweaks to development-v0.2.x,94,16,2,5,2,2011-09-09T18:26:28+00:00;2011-09-09T18:29:34+00:00,merged,2011-09-08T18:40:10+00:00,2011-09-09 18:26:39+00:00,coyotemarin,v0.2.8
coyotemarin,210,v0.2.8 candidate,122,223,21,5,5,2011-09-08T05:19:50+00:00;2011-09-08T05:54:44+00:00;2011-09-08T18:48:02+00:00;2011-09-09T18:30:09+00:00;2011-09-09T18:36:25+00:00,merged,2011-09-07T22:17:15+00:00,2011-09-09 18:53:50+00:00,coyotemarin,v0.2.8
irskep,209,Emr additional info,309,57,6,5,1,2011-09-07T20:53:11+00:00,merged,2011-09-07T20:50:22+00:00,2011-09-07 20:53:19+00:00,coyotemarin,v0.2.8
